"marital","sibs","childs","age","educ","sex","rincome","relig","relig16","year","id"
1,3,4,66,16,2,25000,1,NA,2021,603
3,1,3,52,11,2,NA,1,NA,2021,604
1,2,2,65,14,1,25000,1,NA,2021,605
1,10,2,42,15,1,25000,1,NA,2021,606
1,5,1,53,14,2,25000,1,NA,2021,610
1,2,0,NA,16,2,NA,1,NA,2021,611
1,2,2,74,12,1,NA,1,NA,2021,612
3,4,2,NA,12,2,NA,1,NA,2021,613
3,6,3,41,14,2,25000,11,NA,2021,614
5,3,1,28,14,2,25000,1,NA,2021,615
2,1,3,83,12,1,NA,1,NA,2021,616
3,2,2,32,13,2,1000,1,NA,2021,617
1,1,2,41,15,2,25000,11,NA,2021,618
5,3,0,43,14,1,25000,1,NA,2021,619
3,5,4,49,13,2,NA,1,NA,2021,620
2,4,3,76,12,2,NA,1,NA,2021,621
3,1,1,38,11,2,12500,4,NA,2021,622
1,8,NA,46,13,2,NA,4,NA,2021,623
4,1,2,NA,12,1,NA,NA,NA,2021,624
1,2,2,48,16,2,25000,1,NA,2021,625
5,2,0,29,12,2,17500,1,NA,2021,626
1,6,3,73,15,1,NA,2,NA,2021,627
3,4,2,35,12,2,12500,4,NA,2021,628
1,2,2,69,19,1,25000,1,NA,2021,629
1,0,2,53,15,1,17500,10,NA,2021,630
1,4,3,NA,NA,NA,NA,NA,NA,2021,631
3,0,1,53,14,2,25000,4,NA,2021,632
5,6,1,30,14,2,NA,2,NA,2021,633
5,4,0,70,NA,1,NA,1,NA,2021,634
3,1,2,52,12,2,NA,2,NA,2021,635
1,2,1,49,20,1,25000,1,NA,2021,636
1,3,3,48,16,1,25000,4,NA,2021,637
1,2,2,69,11,1,17500,1,NA,2021,638
5,2,0,24,17,2,17500,4,NA,2021,639
5,6,0,31,17,1,25000,4,NA,2021,640
1,1,2,49,16,1,13,4,NA,2021,641
1,8,1,65,16,2,NA,2,NA,2021,642
5,1,0,26,13,2,17500,4,NA,2021,643
1,2,1,77,12,1,25000,2,NA,2021,644
5,3,0,29,12,1,NA,4,NA,2021,645
1,2,3,69,16,1,NA,4,NA,2021,646
3,3,7,62,16,1,NA,1,NA,2021,647
1,4,1,25,12,1,22500,1,NA,2021,648
5,3,1,25,14,2,12500,1,NA,2021,649
5,6,0,22,12,1,25000,2,NA,2021,650
1,1,3,82,17,2,2000,1,NA,2021,651
1,4,1,76,12,2,NA,4,NA,2021,652
1,2,2,35,14,2,25000,4,NA,2021,653
1,5,2,69,16,2,NA,2,NA,2021,654
1,2,3,76,12,2,NA,1,NA,2021,655
1,2,3,31,14,1,NA,2,NA,2021,656
1,2,4,50,17,1,25000,2,NA,2021,657
1,1,3,52,13,1,25000,4,NA,2021,658
1,6,3,84,12,1,NA,11,NA,2021,659
1,4,4,41,16,2,NA,5,NA,2021,660
1,2,1,28,16,1,25000,2,NA,2021,661
1,2,3,69,12,2,NA,2,NA,2021,662
1,3,2,44,14,2,12500,1,NA,2021,663
1,5,2,61,12,2,25000,2,NA,2021,664
1,2,3,40,20,2,25000,2,NA,2021,665
1,1,2,75,16,1,25000,1,NA,2021,666
1,2,1,69,12,2,NA,1,NA,2021,667
1,4,3,63,16,1,25000,1,NA,2021,668
1,4,2,75,14,1,NA,1,NA,2021,669
3,4,1,61,12,1,25000,2,NA,2021,670
1,6,1,89,12,1,NA,1,NA,2021,671
1,1,4,53,11,2,13,1,NA,2021,672
5,2,1,NA,NA,NA,NA,NA,NA,2021,673
5,3,3,80,15,2,NA,4,NA,2021,674
3,2,2,66,13,2,25000,1,NA,2021,675
1,1,2,35,12,1,25000,4,NA,2021,676
1,4,4,81,16,1,NA,2,NA,2021,677
5,3,0,21,12,1,2000,4,NA,2021,678
2,9,1,89,12,2,NA,1,NA,2021,679
3,2,3,69,14,1,25000,1,NA,2021,680
5,3,1,70,12,2,NA,1,NA,2021,681
2,2,0,70,12,1,1000,1,NA,2021,682
5,1,3,38,13,1,13,2,NA,2021,683
1,1,1,51,18,1,13,2,NA,2021,684
1,3,4,79,12,2,NA,2,NA,2021,685
2,4,2,80,12,2,13,4,NA,2021,686
1,1,3,39,12,2,NA,NA,NA,2021,687
5,6,1,30,12,2,NA,1,NA,2021,688
5,1,0,33,12,2,1000,4,NA,2021,690
1,2,2,29,13,1,12500,2,NA,2021,691
1,6,0,22,14,2,25000,4,NA,2021,692
1,6,3,59,16,2,4500,1,NA,2021,693
5,8,1,61,12,2,NA,2,NA,2021,694
1,3,4,46,12,2,NA,2,NA,2021,695
1,4,1,39,14,2,22500,1,NA,2021,696
1,6,5,72,12,1,7500,2,NA,2021,697
2,5,2,55,12,2,25000,1,NA,2021,699
3,9,0,51,14,1,25000,1,NA,2021,700
5,2,1,23,15,2,6500,2,NA,2021,701
1,2,2,55,18,2,25000,1,NA,2021,702
4,2,3,NA,NA,NA,NA,NA,NA,2021,703
1,2,2,53,18,1,25000,1,NA,2021,704
5,4,0,59,20,1,25000,4,NA,2021,705
3,5,0,61,20,1,25000,13,NA,2021,706
5,2,0,33,18,1,13,4,NA,2021,707
5,8,0,27,19,1,7500,1,NA,2021,708
1,2,0,25,17,2,25000,2,NA,2021,709
1,5,2,65,13,1,25000,1,NA,2021,710
1,1,2,55,14,2,25000,1,NA,2021,711
1,4,1,25,10,1,NA,5,NA,2021,712
1,2,0,61,20,1,25000,2,NA,2021,713
1,1,2,77,20,1,NA,4,NA,2021,714
2,2,7,67,13,1,NA,2,NA,2021,715
3,9,2,NA,18,1,NA,2,NA,2021,717
1,1,0,27,16,2,NA,2,NA,2021,718
1,6,0,50,18,2,NA,4,NA,2021,719
1,1,1,72,16,1,12500,4,NA,2021,720
1,3,1,71,16,1,NA,1,NA,2021,721
1,1,0,56,16,2,25000,1,NA,2021,723
3,3,0,35,16,2,25000,1,NA,2021,724
1,3,2,72,12,2,12500,2,NA,2021,725
5,1,0,35,14,1,25000,4,NA,2021,726
5,2,0,46,16,1,17500,2,NA,2021,727
5,2,0,28,16,1,25000,4,NA,2021,728
5,NA,1,32,7,1,NA,4,NA,2021,729
1,2,0,32,20,1,25000,4,NA,2021,730
5,11,5,43,14,2,17500,1,NA,2021,731
5,6,2,34,11,2,25000,4,NA,2021,732
1,3,4,47,16,2,NA,2,NA,2021,733
2,3,1,59,18,2,25000,1,NA,2021,734
3,1,3,NA,16,1,22500,4,NA,2021,735
3,14,2,NA,12,1,NA,11,NA,2021,737
5,6,0,46,15,1,25000,2,NA,2021,738
1,4,4,69,18,2,25000,3,NA,2021,739
3,3,3,62,19,2,25000,1,NA,2021,740
1,1,0,55,13,2,17500,2,NA,2021,741
3,7,3,NA,10,NA,12500,11,NA,2021,742
2,9,1,78,12,2,NA,1,NA,2021,744
1,2,2,72,12,2,NA,4,NA,2021,745
3,3,2,71,12,2,NA,1,NA,2021,746
2,2,2,85,12,2,NA,2,NA,2021,747
1,5,2,76,17,1,NA,4,NA,2021,748
3,2,3,35,16,1,25000,2,NA,2021,749
3,5,0,54,14,2,NA,4,NA,2021,750
5,3,1,28,17,1,25000,1,NA,2021,751
1,1,5,77,14,2,NA,1,NA,2021,752
1,1,4,69,14,1,25000,1,NA,2021,753
2,4,2,77,18,1,NA,1,NA,2021,754
3,1,0,60,20,2,25000,4,NA,2021,755
1,2,2,NA,12,2,12500,11,NA,2021,756
1,3,1,NA,NA,NA,NA,NA,NA,2021,757
1,4,2,75,12,2,NA,1,NA,2021,758
1,2,2,43,15,1,25000,1,NA,2021,759
1,4,2,75,12,1,NA,2,NA,2021,760
1,2,3,76,18,2,NA,4,NA,2021,761
5,2,0,31,17,2,25000,4,NA,2021,763
1,0,0,47,12,1,12500,4,NA,2021,764
1,4,2,48,18,1,25000,6,NA,2021,765
5,1,0,NA,13,2,NA,5,NA,2021,766
1,5,2,38,18,2,NA,1,NA,2021,767
5,2,0,23,12,2,12500,4,NA,2021,768
5,2,0,31,16,2,25000,4,NA,2021,769
3,2,2,47,13,1,25000,2,NA,2021,770
2,2,3,89,16,1,NA,1,NA,2021,772
1,3,2,60,15,1,NA,1,NA,2021,773
2,8,4,89,11,1,NA,2,NA,2021,774
3,0,2,53,13,1,25000,4,NA,2021,775
3,2,2,62,12,1,25000,1,NA,2021,776
1,2,3,60,12,2,NA,1,NA,2021,777
3,3,4,54,12,2,12500,3,NA,2021,778
2,3,1,73,16,2,NA,1,NA,2021,779
3,2,0,25,15,2,25000,2,NA,2021,780
1,6,7,42,13,2,NA,4,NA,2021,781
1,4,4,49,12,2,17500,1,NA,2021,782
3,1,1,37,14,2,22500,4,NA,2021,783
5,2,3,30,12,2,NA,2,NA,2021,784
2,3,1,67,17,2,NA,1,NA,2021,785
1,1,2,37,19,2,4500,1,NA,2021,786
5,3,1,26,15,1,25000,6,NA,2021,787
5,2,0,55,20,1,3500,4,NA,2021,788
1,5,0,70,13,2,NA,1,NA,2021,790
1,4,1,NA,14,2,25000,4,NA,2021,791
1,7,2,32,18,1,25000,11,NA,2021,792
1,2,0,33,14,1,25000,1,NA,2021,793
3,3,3,38,14,2,9000,5,NA,2021,795
1,2,6,42,16,2,NA,1,NA,2021,796
2,2,3,68,18,2,25000,3,NA,2021,797
1,1,3,70,20,1,NA,1,NA,2021,798
2,1,2,67,14,2,NA,11,NA,2021,799
2,3,3,89,14,1,25000,1,NA,2021,800
5,2,0,49,16,1,25000,1,NA,2021,801
1,0,2,57,14,1,25000,1,NA,2021,802
5,7,0,25,12,2,NA,2,NA,2021,803
3,0,2,68,18,2,25000,1,NA,2021,804
3,3,3,65,16,2,25000,4,NA,2021,805
1,6,2,NA,11,2,NA,1,NA,2021,806
1,6,2,58,15,2,25000,1,NA,2021,807
1,0,2,66,12,2,NA,1,NA,2021,808
1,7,0,NA,13,NA,25000,1,NA,2021,809
1,2,2,67,17,1,13,1,NA,2021,810
2,2,2,55,15,2,NA,4,NA,2021,811
2,2,2,57,14,2,NA,4,NA,2021,812
2,2,3,NA,16,NA,NA,1,NA,2021,813
1,2,1,64,12,1,1000,1,NA,2021,814
1,5,2,55,16,1,25000,1,NA,2021,815
1,2,NA,39,16,2,25000,6,NA,2021,816
5,2,1,27,17,2,NA,4,NA,2021,817
5,3,0,27,16,1,25000,1,NA,2021,818
2,7,1,81,12,2,NA,1,NA,2021,819
1,1,4,57,12,2,17500,1,NA,2021,820
1,3,0,42,20,2,25000,4,NA,2021,821
1,7,2,56,12,2,4500,1,NA,2021,823
1,4,3,55,12,2,22500,4,NA,2021,824
1,4,2,30,14,2,13,1,NA,2021,825
5,3,0,22,13,2,NA,11,NA,2021,826
2,2,0,51,15,2,NA,2,NA,2021,827
4,5,2,65,16,2,NA,4,NA,2021,828
1,4,3,57,12,2,25000,1,NA,2021,829
1,4,1,79,12,1,NA,1,NA,2021,830
1,3,2,52,17,2,25000,1,NA,2021,831
5,3,0,73,15,1,NA,4,NA,2021,832
2,5,4,78,11,2,NA,1,NA,2021,833
5,4,5,38,16,1,NA,4,NA,2021,834
3,4,1,45,14,2,25000,4,NA,2021,835
2,5,1,NA,13,2,NA,1,NA,2021,836
5,1,1,28,12,2,22500,1,NA,2021,837
5,9,1,68,12,2,NA,1,NA,2021,838
1,3,4,35,18,1,25000,1,NA,2021,839
1,1,5,29,12,2,NA,1,NA,2021,841
1,12,4,64,16,1,17500,1,NA,2021,842
1,6,2,62,15,2,25000,1,NA,2021,843
4,2,3,34,9,1,25000,1,NA,2021,844
3,1,0,43,16,2,25000,1,NA,2021,845
1,2,2,30,17,2,25000,1,NA,2021,846
1,3,3,57,15,2,NA,1,NA,2021,847
3,5,8,45,12,1,NA,1,NA,2021,849
1,2,3,37,14,2,25000,1,NA,2021,850
1,0,1,NA,NA,NA,NA,NA,NA,2021,851
2,5,2,62,14,2,25000,1,NA,2021,852
5,6,2,41,14,2,3500,1,NA,2021,853
2,13,2,89,6,1,NA,4,NA,2021,855
3,4,0,46,16,1,NA,1,NA,2021,856
1,5,0,53,16,2,NA,1,NA,2021,857
5,6,3,45,12,2,NA,1,NA,2021,858
2,2,3,73,12,2,NA,1,NA,2021,859
3,4,0,NA,12,1,NA,1,NA,2021,860
2,5,6,85,15,1,9000,1,NA,2021,861
1,6,2,60,10,2,NA,1,NA,2021,862
5,6,1,36,12,2,25000,4,NA,2021,863
1,1,4,33,14,2,4500,9,NA,2021,864
1,13,2,69,12,1,NA,1,NA,2021,865
1,1,1,70,13,1,NA,1,NA,2021,866
5,1,0,52,15,1,25000,1,NA,2021,867
5,8,0,37,12,1,NA,1,NA,2021,868
3,2,4,50,10,2,NA,1,NA,2021,869
1,1,0,NA,17,2,NA,4,NA,2021,870
5,6,3,49,14,2,NA,4,NA,2021,871
1,2,2,66,12,1,NA,2,NA,2021,872
3,1,2,63,19,1,25000,1,NA,2021,873
1,2,2,67,12,2,NA,1,NA,2021,874
1,1,1,NA,18,2,NA,NA,NA,2021,876
5,2,0,41,16,1,25000,4,NA,2021,878
3,2,1,44,15,1,25000,4,NA,2021,880
3,5,2,64,20,1,25000,13,NA,2021,881
3,1,2,80,18,2,4500,1,NA,2021,882
1,1,5,51,20,1,25000,2,NA,2021,883
3,1,0,71,16,1,NA,2,NA,2021,884
5,1,0,40,16,2,25000,5,NA,2021,885
1,1,2,48,13,1,25000,5,NA,2021,886
5,2,0,27,16,1,25000,2,NA,2021,887
3,5,0,39,12,1,NA,4,NA,2021,888
5,1,0,44,12,1,NA,2,NA,2021,889
5,0,0,25,17,2,22500,3,NA,2021,890
5,4,2,37,13,2,1000,2,NA,2021,891
1,2,2,55,16,2,17500,1,NA,2021,892
1,1,3,NA,18,1,NA,4,NA,2021,893
1,5,2,81,20,1,NA,2,NA,2021,894
3,2,2,46,12,2,25000,2,NA,2021,895
2,8,1,71,16,1,NA,4,NA,2021,896
2,1,1,66,18,2,25000,3,NA,2021,897
1,2,4,71,19,1,25000,3,NA,2021,898
1,6,2,NA,18,1,25000,7,NA,2021,899
1,4,2,56,16,1,13,2,NA,2021,901
5,0,0,23,14,2,NA,1,NA,2021,902
1,4,0,49,16,1,25000,4,NA,2021,903
1,3,4,74,18,1,NA,1,NA,2021,904
1,8,2,63,16,1,NA,4,NA,2021,905
1,0,0,30,16,1,25000,7,NA,2021,906
5,3,0,27,18,2,22500,2,NA,2021,908
1,6,2,47,12,2,NA,4,NA,2021,909
1,1,2,69,16,2,2000,1,NA,2021,910
1,1,3,31,18,2,25000,10,NA,2021,911
1,1,1,NA,NA,NA,NA,NA,NA,2021,912
1,0,3,60,18,1,25000,10,NA,2021,914
2,3,3,NA,18,1,NA,2,NA,2021,915
3,1,0,55,18,1,25000,4,NA,2021,916
1,1,1,47,19,2,25000,2,NA,2021,917
1,0,3,38,13,2,25000,4,NA,2021,918
2,1,3,NA,16,2,NA,1,NA,2021,919
1,3,2,71,12,2,2000,2,NA,2021,920
5,2,0,35,18,2,25000,1,NA,2021,921
2,4,0,75,8,2,NA,2,NA,2021,922
2,4,0,NA,12,2,NA,2,NA,2021,923
1,3,3,60,12,2,5500,2,NA,2021,924
1,2,2,NA,16,2,13,2,NA,2021,925
3,1,3,80,15,2,NA,2,NA,2021,926
1,2,2,39,18,1,25000,1,NA,2021,927
3,4,0,NA,15,2,25000,2,NA,2021,928
1,1,1,61,16,1,13,6,NA,2021,929
5,3,0,57,16,1,25000,2,NA,2021,931
1,4,2,73,12,2,NA,2,NA,2021,932
1,2,2,53,12,1,NA,2,NA,2021,933
5,2,0,20,12,2,5500,4,NA,2021,934
5,NA,1,58,14,1,NA,1,NA,2021,935
1,2,4,61,10,1,NA,2,NA,2021,936
5,3,0,35,14,2,25000,4,NA,2021,937
1,6,3,58,12,2,25000,1,NA,2021,938
1,5,1,55,16,2,25000,4,NA,2021,939
1,2,2,59,16,2,22500,11,NA,2021,940
1,1,0,36,16,2,25000,4,NA,2021,941
1,1,1,31,16,1,25000,1,NA,2021,942
1,2,2,62,20,2,17500,4,NA,2021,943
1,4,1,62,18,1,NA,1,NA,2021,944
1,1,2,40,12,2,25000,4,NA,2021,945
1,4,2,45,18,2,25000,4,NA,2021,946
1,1,2,75,17,2,NA,1,NA,2021,947
1,1,4,74,16,1,NA,4,NA,2021,948
1,2,3,51,15,2,25000,1,NA,2021,949
2,1,5,89,16,1,NA,1,NA,2021,950
1,2,2,71,16,2,NA,4,NA,2021,952
1,5,3,71,18,1,25000,1,NA,2021,953
1,0,3,58,20,1,25000,1,NA,2021,954
3,2,0,51,17,2,25000,4,NA,2021,955
1,2,2,51,16,2,17500,4,NA,2021,956
1,4,2,61,16,2,NA,1,NA,2021,957
1,2,3,NA,13,2,NA,3,NA,2021,958
3,6,4,42,12,1,NA,4,NA,2021,959
3,3,3,64,12,1,25000,2,NA,2021,960
3,2,0,55,12,2,NA,2,NA,2021,961
1,2,1,73,18,2,22500,1,NA,2021,964
3,2,2,82,12,2,NA,2,NA,2021,965
1,3,4,55,12,1,25000,9,NA,2021,966
5,3,1,40,20,2,NA,2,NA,2021,968
5,3,0,33,16,2,13,4,NA,2021,969
1,3,1,82,18,1,25000,1,NA,2021,972
5,3,0,58,15,1,25000,1,NA,2021,973
NA,4,0,83,16,2,13,NA,NA,2021,974
5,1,0,41,17,1,25000,2,NA,2021,975
1,3,1,38,12,2,22500,1,NA,2021,977
5,0,NA,NA,NA,NA,NA,NA,NA,2021,978
1,6,1,63,14,1,NA,2,NA,2021,979
1,5,1,NA,14,2,NA,1,NA,2021,980
3,6,2,73,18,2,25000,4,NA,2021,981
2,0,2,74,16,2,25000,2,NA,2021,982
1,2,2,62,17,2,25000,1,NA,2021,983
1,7,2,51,18,2,25000,1,NA,2021,985
1,3,3,58,20,2,25000,2,NA,2021,986
5,4,1,29,14,2,NA,2,NA,2021,987
1,2,0,36,16,2,NA,4,NA,2021,988
1,4,3,64,17,1,25000,10,NA,2021,989
1,6,3,77,15,1,25000,1,NA,2021,990
1,2,0,54,16,1,25000,2,NA,2021,991
1,3,0,37,14,2,25000,2,NA,2021,992
5,3,0,76,17,2,NA,1,NA,2021,993
1,6,2,68,14,1,25000,2,NA,2021,995
1,4,1,52,14,1,25000,2,NA,2021,996
1,1,2,59,18,1,25000,4,NA,2021,997
1,0,2,42,15,1,NA,7,NA,2021,998
1,1,2,47,16,2,13,4,NA,2021,999
1,1,2,53,16,1,25000,4,NA,2021,1000
5,1,0,58,16,1,13,4,NA,2021,1001
3,8,5,63,14,2,25000,1,NA,2021,1002
1,3,1,61,16,2,25000,6,NA,2021,1003
3,2,3,64,14,2,25000,2,NA,2021,1004
1,3,2,38,19,2,NA,10,NA,2021,1005
5,2,0,68,11,2,NA,2,NA,2021,1007
5,7,2,28,13,2,13,4,NA,2021,1008
4,9,1,61,8,2,NA,1,NA,2021,1009
5,12,3,36,15,2,12500,1,NA,2021,1010
3,10,3,53,12,1,NA,4,NA,2021,1011
5,3,5,31,13,2,NA,2,NA,2021,1012
5,10,1,38,19,2,17500,2,NA,2021,1013
1,3,3,56,16,1,1000,3,NA,2021,1014
1,1,0,31,17,1,13,4,NA,2021,1015
5,2,0,33,16,1,9000,3,NA,2021,1018
5,1,0,33,16,1,25000,4,NA,2021,1019
5,1,0,23,17,2,5500,4,NA,2021,1021
5,0,0,NA,16,1,12500,4,NA,2021,1022
5,2,0,29,16,1,25000,4,NA,2021,1023
3,7,3,NA,16,1,NA,2,NA,2021,1024
1,1,0,NA,19,1,25000,4,NA,2021,1025
5,4,0,48,17,1,13,2,NA,2021,1026
5,2,1,46,19,2,25000,1,NA,2021,1027
1,6,1,45,7,1,25000,4,NA,2021,1028
5,1,NA,21,13,1,13,2,NA,2021,1029
5,0,0,19,12,1,13,4,NA,2021,1030
1,9,1,NA,14,1,NA,2,NA,2021,1031
1,2,2,50,15,2,25000,2,NA,2021,1033
5,1,0,25,12,2,7500,4,NA,2021,1034
1,3,NA,NA,NA,NA,NA,NA,NA,2021,1035
5,6,1,54,14,2,25000,1,NA,2021,1036
5,2,0,21,14,1,12500,7,NA,2021,1037
5,0,0,27,16,2,NA,1,NA,2021,1039
1,2,0,NA,14,1,NA,2,NA,2021,1040
5,3,0,38,14,1,25000,2,NA,2021,1042
1,2,3,68,12,2,25000,4,NA,2021,1043
3,0,0,49,18,1,13,4,NA,2021,1044
1,3,3,80,18,1,NA,2,NA,2021,1045
1,1,3,72,14,2,NA,2,NA,2021,1046
5,1,1,63,13,2,NA,3,NA,2021,1048
1,3,0,34,17,1,25000,2,NA,2021,1049
1,1,2,51,14,1,25000,1,NA,2021,1050
1,6,3,52,16,1,25000,4,NA,2021,1051
2,1,4,84,12,2,NA,2,NA,2021,1052
1,0,2,81,20,1,NA,4,NA,2021,1053
1,1,1,31,16,2,25000,2,NA,2021,1055
1,2,2,41,16,2,25000,4,NA,2021,1056
1,7,2,60,14,2,3500,1,NA,2021,1057
1,2,3,NA,16,1,NA,1,NA,2021,1058
3,3,2,46,12,2,2000,4,NA,2021,1059
1,4,0,41,12,1,25000,4,NA,2021,1060
5,1,0,40,16,1,25000,2,NA,2021,1061
1,3,2,65,18,1,25000,2,NA,2021,1062
5,14,1,28,14,1,12500,2,NA,2021,1063
5,1,0,46,16,1,25000,4,NA,2021,1064
1,5,1,67,19,1,25000,4,NA,2021,1065
4,3,5,38,13,2,12500,5,NA,2021,1066
1,3,0,47,14,2,25000,2,NA,2021,1067
5,1,0,28,16,1,25000,4,NA,2021,1068
1,0,2,81,12,2,NA,2,NA,2021,1069
1,10,2,72,16,1,NA,1,NA,2021,1070
3,3,2,63,16,1,NA,1,NA,2021,1071
1,2,2,NA,12,2,25000,1,NA,2021,1072
1,2,0,36,15,1,NA,1,NA,2021,1073
2,3,3,83,18,2,25000,4,NA,2021,1074
5,7,4,33,13,2,25000,11,NA,2021,1075
3,NA,6,34,11,2,12500,4,NA,2021,1076
1,2,1,NA,NA,1,NA,NA,NA,2021,1077
1,NA,3,81,14,1,NA,11,NA,2021,1078
1,5,2,70,17,1,NA,1,NA,2021,1079
1,4,2,57,12,2,25000,4,NA,2021,1080
1,1,1,42,13,1,25000,4,NA,2021,1081
1,0,2,39,16,2,25000,4,NA,2021,1082
5,5,4,23,11,2,NA,4,NA,2021,1083
3,6,2,63,19,2,25000,2,NA,2021,1084
1,1,2,41,12,1,25000,4,NA,2021,1085
4,NA,8,NA,10,2,NA,2,NA,2021,1086
1,4,2,63,12,2,22500,2,NA,2021,1087
2,4,2,83,12,1,NA,1,NA,2021,1088
3,2,2,73,12,2,22500,1,NA,2021,1089
5,4,NA,NA,15,1,NA,11,NA,2021,1090
1,2,2,73,14,2,NA,1,NA,2021,1091
1,3,2,72,13,2,22500,1,NA,2021,1092
2,2,2,50,14,2,12500,3,NA,2021,1093
1,2,2,NA,16,2,NA,2,NA,2021,1094
1,1,0,45,15,1,25000,1,NA,2021,1095
3,2,3,52,14,2,25000,1,NA,2021,1096
1,3,4,65,16,2,NA,1,NA,2021,1097
2,3,4,NA,16,2,25000,2,NA,2021,1098
3,0,0,45,12,1,25000,1,NA,2021,1099
1,2,3,68,12,1,25000,1,NA,2021,1100
1,1,1,41,18,2,25000,2,NA,2021,1102
1,NA,4,NA,18,1,NA,1,NA,2021,1103
5,2,1,33,16,1,25000,4,NA,2021,1104
5,1,0,43,14,2,22500,4,NA,2021,1105
1,1,1,72,12,1,NA,1,NA,2021,1106
2,4,2,89,12,2,NA,1,NA,2021,1107
1,2,2,59,12,2,NA,1,NA,2021,1108
1,4,3,29,10,1,25000,1,NA,2021,1109
1,3,3,64,20,1,25000,1,NA,2021,1110
1,0,1,44,14,2,17500,1,NA,2021,1111
4,4,2,42,15,1,25000,1,NA,2021,1112
5,2,1,41,NA,1,NA,4,NA,2021,1113
5,4,0,76,20,2,NA,1,NA,2021,1115
1,3,2,59,12,2,25000,1,NA,2021,1117
1,2,3,65,19,1,NA,1,NA,2021,1118
1,3,3,81,18,1,25000,1,NA,2021,1119
1,3,3,52,17,1,25000,2,NA,2021,1120
5,4,0,34,16,1,25000,2,NA,2021,1121
5,1,0,19,11,2,1000,2,NA,2021,1122
1,3,2,41,16,2,NA,4,NA,2021,1123
5,1,0,59,15,1,13,4,NA,2021,1124
1,1,5,NA,12,2,NA,1,NA,2021,1125
1,1,1,66,16,2,22500,3,NA,2021,1127
5,0,0,29,16,1,25000,4,NA,2021,1128
1,1,3,68,20,1,25000,3,NA,2021,1129
1,1,0,30,16,1,25000,1,NA,2021,1130
3,6,3,61,16,2,25000,2,NA,2021,1131
1,1,1,NA,16,NA,NA,NA,NA,2021,1132
1,2,5,72,16,1,NA,4,NA,2021,1133
1,3,2,77,16,1,NA,1,NA,2021,1134
1,1,1,69,16,2,NA,4,NA,2021,1135
5,1,0,41,16,2,NA,1,NA,2021,1136
3,2,2,79,16,1,25000,1,NA,2021,1137
5,0,0,33,16,1,25000,1,NA,2021,1138
1,3,2,54,18,2,25000,4,NA,2021,1139
5,2,0,62,16,2,25000,2,NA,2021,1140
1,2,2,37,18,2,12500,1,NA,2021,1141
3,3,1,64,16,1,NA,4,NA,2021,1142
1,2,1,56,20,1,25000,1,NA,2021,1143
1,2,3,86,18,2,NA,1,NA,2021,1144
5,1,0,24,14,1,9000,4,NA,2021,1145
5,1,0,38,17,1,25000,6,NA,2021,1146
1,1,0,31,16,2,25000,2,NA,2021,1147
1,5,2,55,16,2,NA,1,NA,2021,1148
3,5,2,NA,14,1,NA,1,NA,2021,1149
1,4,2,46,8,2,NA,2,NA,2021,1150
1,1,1,53,16,2,25000,2,NA,2021,1151
1,2,3,56,14,2,25000,2,NA,2021,1152
3,5,3,62,12,2,25000,1,NA,2021,1153
1,2,2,44,19,1,13,7,NA,2021,1154
1,7,2,NA,17,2,NA,2,NA,2021,1155
5,1,0,42,20,1,25000,4,NA,2021,1156
1,6,4,37,14,2,25000,9,NA,2021,1157
5,0,0,39,18,2,17500,4,NA,2021,1158
1,0,3,69,16,1,NA,1,NA,2021,1159
4,5,4,NA,0,NA,NA,2,NA,2021,1160
1,1,0,NA,12,2,25000,4,NA,2021,1161
1,7,3,40,16,1,25000,9,NA,2021,1162
2,2,3,85,19,2,NA,1,NA,2021,1163
4,2,3,39,16,2,25000,9,NA,2021,1164
1,2,3,48,18,2,13,4,NA,2021,1165
1,4,3,61,16,2,13,2,NA,2021,1166
4,5,4,42,16,2,25000,4,NA,2021,1168
3,2,5,78,13,2,12500,2,NA,2021,1169
1,1,1,62,20,2,25000,1,NA,2021,1171
1,4,2,39,14,2,NA,4,NA,2021,1172
2,5,3,84,14,2,NA,2,NA,2021,1173
5,3,0,46,20,2,25000,1,NA,2021,1174
1,1,2,42,14,2,25000,2,NA,2021,1175
5,3,0,58,18,1,25000,4,NA,2021,1176
1,2,2,66,17,1,25000,1,NA,2021,1177
2,4,2,86,14,1,12500,1,NA,2021,1178
5,2,0,20,12,2,1000,11,NA,2021,1179
1,1,3,48,14,1,13,1,NA,2021,1181
3,4,2,65,12,1,2000,11,NA,2021,1182
1,2,2,59,12,2,25000,2,NA,2021,1183
5,2,4,34,15,2,25000,2,NA,2021,1185
5,1,1,37,16,2,25000,4,NA,2021,1186
3,3,2,68,14,1,NA,2,NA,2021,1187
2,2,3,89,12,1,NA,1,NA,2021,1188
1,1,2,54,17,1,25000,2,NA,2021,1190
5,14,0,21,13,1,25000,4,NA,2021,1191
5,1,0,59,13,2,5500,1,NA,2021,1192
1,2,2,NA,16,2,NA,1,NA,2021,1193
1,3,2,62,18,1,13,4,NA,2021,1194
5,2,0,25,16,1,5500,3,NA,2021,1195
3,5,2,NA,18,2,NA,4,NA,2021,1196
1,4,1,NA,16,2,NA,1,NA,2021,1197
1,3,3,61,16,1,25000,1,NA,2021,1198
1,1,2,40,20,1,13,8,NA,2021,1199
2,1,1,52,16,2,25000,1,NA,2021,1200
1,3,3,59,18,2,25000,10,NA,2021,1201
