"marital","sibs","childs","age","educ","sex","rincome","relig","relig16","year","id"
1,6,0,32,16,1,25000,6,NA,2021,1202
1,1,4,50,15,1,25000,4,NA,2021,1203
5,2,1,58,18,2,25000,4,NA,2021,1204
1,1,2,58,14,1,25000,1,NA,2021,1205
5,1,0,25,18,2,12500,4,NA,2021,1206
1,4,3,84,16,1,NA,5,NA,2021,1207
2,2,1,65,19,2,NA,1,NA,2021,1208
1,3,2,47,20,2,25000,1,NA,2021,1209
1,1,1,38,14,1,25000,1,NA,2021,1210
3,2,4,54,16,2,25000,1,NA,2021,1211
4,2,2,33,14,1,25000,1,NA,2021,1212
3,9,0,76,20,1,NA,2,NA,2021,1213
5,4,2,51,12,2,22500,1,NA,2021,1214
5,2,0,31,16,1,25000,2,NA,2021,1215
1,3,1,29,16,2,25000,2,NA,2021,1216
5,2,0,64,16,2,25000,1,NA,2021,1217
5,7,2,37,11,2,NA,1,NA,2021,1218
3,5,0,30,14,1,22500,4,NA,2021,1219
5,1,1,34,16,2,25000,10,NA,2021,1220
3,3,2,74,12,1,NA,1,NA,2021,1222
1,3,1,28,17,2,25000,1,NA,2021,1223
5,1,0,32,20,1,25000,4,NA,2021,1224
1,1,2,61,12,1,25000,1,NA,2021,1225
3,1,3,44,12,2,9000,13,NA,2021,1228
5,2,0,63,14,2,25000,13,NA,2021,1229
3,3,2,48,20,2,25000,13,NA,2021,1230
3,6,1,72,12,2,NA,11,NA,2021,1231
1,5,2,43,12,1,25000,4,NA,2021,1232
3,3,1,69,12,2,2000,1,NA,2021,1233
3,2,2,79,13,2,NA,1,NA,2021,1235
1,1,0,39,15,2,25000,4,NA,2021,1236
1,3,2,69,14,2,25000,1,NA,2021,1237
2,4,2,65,13,2,NA,1,NA,2021,1238
2,4,2,64,12,2,NA,1,NA,2021,1239
3,1,2,48,16,2,22500,1,NA,2021,1241
4,3,2,NA,14,2,25000,1,NA,2021,1243
1,5,1,75,15,2,NA,2,NA,2021,1244
5,2,1,27,12,1,12500,1,NA,2021,1245
2,3,2,67,13,1,25000,1,NA,2021,1246
2,6,2,62,12,2,NA,1,NA,2021,1247
5,2,0,35,10,1,25000,4,NA,2021,1248
5,1,0,46,19,1,25000,2,NA,2021,1249
1,6,2,33,18,1,25000,4,NA,2021,1250
3,4,1,NA,12,2,NA,1,NA,2021,1251
3,2,2,50,15,2,25000,1,NA,2021,1252
5,1,0,49,16,2,25000,1,NA,2021,1253
1,7,3,39,13,2,22500,2,NA,2021,1254
1,3,1,33,16,2,NA,2,NA,2021,1255
3,4,0,46,12,1,NA,NA,NA,2021,1256
1,4,1,85,15,1,NA,1,NA,2021,1257
3,6,2,62,13,2,25000,1,NA,2021,1258
5,1,0,28,17,2,17500,4,NA,2021,1259
5,0,0,30,20,1,22500,4,NA,2021,1260
5,2,0,23,15,1,4500,1,NA,2021,1261
3,2,2,76,16,2,NA,1,NA,2021,1263
1,1,4,80,12,2,NA,1,NA,2021,1264
1,1,2,73,20,1,NA,4,NA,2021,1265
1,3,4,64,18,2,NA,3,NA,2021,1266
1,2,2,69,17,1,NA,10,NA,2021,1267
1,1,5,NA,19,1,25000,1,NA,2021,1268
1,1,5,49,20,1,25000,4,NA,2021,1269
1,0,3,NA,17,1,NA,1,NA,2021,1270
1,1,1,64,14,1,NA,1,NA,2021,1271
1,2,0,48,20,1,25000,4,NA,2021,1272
5,0,0,28,16,2,NA,4,NA,2021,1273
5,3,8,39,14,2,NA,1,NA,2021,1274
5,1,0,26,13,2,1000,4,NA,2021,1275
5,3,0,49,16,2,25000,1,NA,2021,1276
5,3,2,35,13,2,22500,4,NA,2021,1277
1,2,2,82,16,1,25000,1,NA,2021,1278
1,2,1,52,16,1,25000,2,NA,2021,1279
1,3,2,59,16,2,25000,1,NA,2021,1280
5,5,1,37,18,2,12500,1,NA,2021,1281
1,5,2,29,16,2,25000,4,NA,2021,1282
1,0,2,68,16,1,17500,1,NA,2021,1283
1,2,1,39,19,1,13,2,NA,2021,1285
1,2,8,41,20,1,25000,6,NA,2021,1286
3,2,0,45,20,1,25000,4,NA,2021,1287
5,0,2,42,18,2,25000,4,NA,2021,1288
1,3,0,40,16,2,25000,1,NA,2021,1289
1,3,2,71,16,1,25000,1,NA,2021,1290
1,5,0,62,16,1,13,2,NA,2021,1291
3,2,1,59,16,2,25000,1,NA,2021,1292
1,1,2,44,13,2,25000,1,NA,2021,1294
1,3,3,70,18,1,6500,1,NA,2021,1295
5,3,0,37,18,1,9000,4,NA,2021,1297
2,3,2,64,17,1,25000,4,NA,2021,1298
3,1,1,67,18,2,NA,2,NA,2021,1299
1,0,3,43,15,2,22500,1,NA,2021,1300
5,3,0,42,16,1,12500,5,NA,2021,1303
1,0,0,29,14,1,25000,1,NA,2021,1304
4,1,4,75,12,1,NA,6,NA,2021,1305
1,2,4,85,16,1,NA,1,NA,2021,1306
1,4,6,59,17,1,25000,5,NA,2021,1307
3,8,3,53,12,1,25000,4,NA,2021,1308
1,3,1,27,12,2,22500,1,NA,2021,1310
1,11,2,36,18,2,NA,4,NA,2021,1312
1,6,3,30,16,2,NA,1,NA,2021,1313
1,1,2,46,12,1,13,1,NA,2021,1314
5,3,0,36,17,2,25000,1,NA,2021,1315
2,4,5,84,14,2,NA,1,NA,2021,1316
5,0,0,25,17,2,25000,1,NA,2021,1317
1,3,3,74,17,2,NA,2,NA,2021,1318
3,1,0,51,14,1,25000,1,NA,2021,1319
1,4,0,42,14,1,NA,2,NA,2021,1320
1,1,3,61,14,1,25000,13,NA,2021,1321
1,0,2,39,12,1,25000,4,NA,2021,1322
5,0,3,32,16,2,NA,4,NA,2021,1323
1,2,2,35,15,2,25000,1,NA,2021,1324
3,3,2,57,14,2,NA,10,NA,2021,1325
1,0,3,74,16,2,NA,1,NA,2021,1326
1,4,3,89,16,2,17500,1,NA,2021,1327
1,4,0,75,18,1,NA,2,NA,2021,1328
1,2,1,67,16,1,17500,1,NA,2021,1329
1,2,4,74,12,1,5500,2,NA,2021,1330
1,12,2,79,18,1,NA,1,NA,2021,1331
1,8,1,77,20,1,NA,13,NA,2021,1332
1,5,0,66,12,2,12500,1,NA,2021,1333
5,0,0,24,17,1,NA,1,NA,2021,1334
1,3,1,44,20,1,25000,4,NA,2021,1335
1,1,2,36,17,1,25000,10,NA,2021,1336
1,16,3,56,12,1,NA,4,NA,2021,1337
5,2,0,47,13,2,25000,1,NA,2021,1338
1,5,2,58,15,2,NA,1,NA,2021,1339
3,9,2,67,20,2,12500,6,NA,2021,1340
1,2,2,68,16,1,NA,1,NA,2021,1341
4,12,2,46,19,2,13,1,NA,2021,1342
5,1,0,19,12,1,13,1,NA,2021,1343
1,0,4,87,19,1,NA,1,NA,2021,1344
3,4,1,78,12,2,NA,1,NA,2021,1345
1,2,2,88,17,1,NA,1,NA,2021,1346
1,3,2,55,12,1,NA,1,NA,2021,1347
1,3,1,61,12,2,25000,1,NA,2021,1348
1,4,4,54,14,2,NA,2,NA,2021,1349
1,2,0,61,17,1,25000,1,NA,2021,1350
5,2,0,22,16,2,22500,10,NA,2021,1351
1,5,2,87,16,1,12500,1,NA,2021,1352
5,3,2,51,16,2,NA,4,NA,2021,1353
1,3,5,78,13,1,NA,1,NA,2021,1354
3,2,5,37,13,2,22500,4,NA,2021,1355
5,2,0,26,12,2,22500,11,NA,2021,1356
2,2,1,79,16,1,NA,1,NA,2021,1357
4,4,4,46,16,2,6500,1,NA,2021,1358
1,1,1,51,16,2,25000,1,NA,2021,1359
1,1,2,81,17,2,NA,1,NA,2021,1360
1,5,0,44,16,2,3500,4,NA,2021,1361
1,3,2,80,16,2,NA,4,NA,2021,1363
5,3,3,31,12,1,1000,4,NA,2021,1364
1,1,0,63,16,1,25000,1,NA,2021,1365
4,1,2,40,12,2,25000,4,NA,2021,1367
1,2,1,65,17,1,13,1,NA,2021,1368
1,3,2,72,12,1,NA,1,NA,2021,1369
1,1,2,57,18,2,12500,1,NA,2021,1370
1,3,2,66,14,1,25000,1,NA,2021,1371
3,2,2,49,13,2,25000,2,NA,2021,1372
1,3,3,40,16,2,25000,1,NA,2021,1373
1,5,0,42,20,2,25000,4,NA,2021,1374
1,4,1,32,20,2,22500,1,NA,2021,1375
1,3,2,57,18,2,NA,NA,NA,2021,1376
1,4,4,73,11,2,NA,2,NA,2021,1379
2,NA,4,76,12,1,NA,1,NA,2021,1380
1,2,3,55,16,1,25000,1,NA,2021,1381
1,7,4,60,14,2,NA,1,NA,2021,1382
1,0,3,52,12,2,25000,1,NA,2021,1383
3,2,1,57,12,1,9000,1,NA,2021,1384
1,3,NA,82,16,2,NA,1,NA,2021,1385
1,5,2,68,12,1,NA,1,NA,2021,1386
1,6,2,29,11,2,NA,1,NA,2021,1387
1,4,4,39,18,2,25000,1,NA,2021,1388
4,7,3,41,13,2,25000,4,NA,2021,1389
3,1,1,NA,19,2,22500,4,NA,2021,1391
1,1,0,85,14,1,NA,1,NA,2021,1392
3,1,1,80,16,1,NA,4,NA,2021,1393
1,12,3,75,7,2,NA,1,NA,2021,1394
2,5,6,73,14,1,NA,2,NA,2021,1395
5,2,0,40,12,1,25000,11,NA,2021,1396
2,19,4,55,14,2,NA,11,NA,2021,1397
5,3,0,80,20,2,NA,4,NA,2021,1398
1,4,2,70,20,1,25000,4,NA,2021,1399
2,0,2,60,16,1,25000,1,NA,2021,1400
1,3,4,40,16,1,25000,4,NA,2021,1401
3,3,2,60,18,2,25000,4,NA,2021,1402
1,7,3,60,12,2,2000,1,NA,2021,1403
3,7,1,59,10,1,25000,1,NA,2021,1404
1,3,2,72,15,2,NA,1,NA,2021,1405
1,0,3,48,11,2,4500,4,NA,2021,1406
1,4,2,68,15,2,NA,4,NA,2021,1407
4,3,4,40,12,2,2000,2,NA,2021,1408
5,7,1,25,14,2,12500,1,NA,2021,1409
5,6,3,32,14,2,17500,11,NA,2021,1410
1,3,1,39,12,1,25000,4,NA,2021,1411
NA,4,0,68,12,2,NA,1,NA,2021,1413
2,2,4,75,14,2,NA,1,NA,2021,1414
5,1,0,41,15,2,NA,2,NA,2021,1415
3,2,1,37,16,2,25000,4,NA,2021,1416
2,1,2,66,12,1,NA,2,NA,2021,1417
3,3,3,58,16,1,25000,1,NA,2021,1418
3,3,4,54,14,2,NA,2,NA,2021,1419
1,3,3,53,17,2,25000,2,NA,2021,1420
5,2,0,23,14,1,25000,1,NA,2021,1421
1,2,2,33,15,2,17500,2,NA,2021,1422
1,3,2,26,16,2,NA,4,NA,2021,1423
1,1,2,58,14,2,25000,2,NA,2021,1424
1,1,2,69,17,1,25000,3,NA,2021,1425
5,3,0,47,16,1,25000,11,NA,2021,1426
5,2,0,25,16,1,NA,4,NA,2021,1427
1,0,2,62,17,1,25000,4,NA,2021,1428
3,3,0,42,17,1,22500,1,NA,2021,1429
1,4,2,59,13,1,NA,4,NA,2021,1430
5,4,0,39,16,2,25000,2,NA,2021,1431
3,1,0,50,14,2,22500,4,NA,2021,1432
5,10,0,NA,12,1,NA,2,NA,2021,1433
3,2,1,67,12,1,NA,4,NA,2021,1434
2,2,0,54,10,2,NA,10,NA,2021,1435
5,1,0,30,12,1,25000,4,NA,2021,1436
5,1,0,28,15,2,5500,1,NA,2021,1437
1,2,0,84,13,1,NA,4,NA,2021,1438
1,1,3,73,16,2,9000,6,NA,2021,1440
3,3,1,46,16,1,25000,1,NA,2021,1441
1,1,2,43,13,2,NA,4,NA,2021,1442
1,NA,NA,52,17,2,13,10,NA,2021,1444
1,6,5,51,19,2,NA,2,NA,2021,1445
5,6,0,NA,16,2,12500,4,NA,2021,1446
2,1,2,79,13,2,NA,2,NA,2021,1447
5,6,0,NA,17,2,NA,1,NA,2021,1448
1,0,2,38,18,2,25000,10,NA,2021,1449
5,4,2,57,20,2,25000,1,NA,2021,1450
3,1,0,51,19,2,25000,4,NA,2021,1451
5,2,0,50,16,2,25000,4,NA,2021,1452
1,2,0,42,12,2,25000,1,NA,2021,1453
1,1,0,55,18,1,25000,2,NA,2021,1454
3,0,0,70,14,1,NA,4,NA,2021,1455
5,7,0,64,14,2,NA,2,NA,2021,1456
1,2,2,67,11,2,25000,2,NA,2021,1457
1,1,2,41,14,1,25000,1,NA,2021,1458
2,1,3,80,15,2,NA,2,NA,2021,1459
2,4,3,84,12,2,NA,4,NA,2021,1460
1,1,2,65,16,1,NA,2,NA,2021,1461
2,1,3,87,12,2,12500,1,NA,2021,1462
5,7,2,61,12,2,NA,4,NA,2021,1463
3,1,2,55,13,2,NA,2,NA,2021,1464
3,4,NA,NA,16,2,NA,4,NA,2021,1465
1,3,4,NA,12,1,25000,11,NA,2021,1466
1,3,0,58,16,1,25000,5,NA,2021,1467
2,2,0,62,18,2,25000,3,NA,2021,1468
1,2,0,66,16,1,NA,4,NA,2021,1469
1,2,0,63,18,1,25000,2,NA,2021,1470
3,7,0,33,16,1,25000,4,NA,2021,1471
1,2,2,55,15,2,25000,2,NA,2021,1472
4,2,6,69,18,2,3500,3,NA,2021,1474
1,1,0,75,20,2,NA,1,NA,2021,1475
1,1,3,40,12,NA,NA,1,NA,2021,1476
1,3,4,68,20,1,NA,2,NA,2021,1477
3,7,2,61,12,2,25000,2,NA,2021,1478
2,2,2,82,17,1,NA,2,NA,2021,1479
1,3,2,77,12,2,NA,2,NA,2021,1480
1,3,1,53,14,2,13,2,NA,2021,1481
2,0,1,72,14,2,NA,1,NA,2021,1482
1,3,1,NA,17,2,NA,4,NA,2021,1483
5,3,3,31,10,1,25000,4,NA,2021,1484
1,1,2,67,18,2,NA,2,NA,2021,1485
1,3,3,79,14,2,NA,1,NA,2021,1486
1,2,3,67,17,2,NA,NA,NA,2021,1487
2,4,4,74,15,2,NA,1,NA,2021,1488
1,1,0,70,16,2,NA,10,NA,2021,1489
2,1,0,77,12,2,NA,2,NA,2021,1490
1,1,2,65,20,1,NA,4,NA,2021,1491
3,2,2,52,12,2,NA,2,NA,2021,1492
5,4,0,21,11,NA,NA,11,NA,2021,1493
2,0,3,79,14,2,NA,1,NA,2021,1494
3,1,3,46,16,2,NA,1,NA,2021,1495
3,NA,2,81,16,2,NA,1,NA,2021,1496
2,5,2,58,12,2,2000,2,NA,2021,1497
5,2,1,27,9,2,NA,2,NA,2021,1498
5,3,0,28,8,2,NA,4,NA,2021,1499
1,3,3,52,18,2,25000,1,NA,2021,1501
1,11,2,NA,14,2,25000,11,NA,2021,1502
5,5,0,26,13,2,NA,1,NA,2021,1504
1,2,2,34,16,1,25000,4,NA,2021,1505
1,5,2,70,8,2,NA,1,NA,2021,1506
1,3,4,75,15,1,7500,2,NA,2021,1507
1,5,0,45,16,1,25000,11,NA,2021,1508
5,0,0,49,14,2,25000,1,NA,2021,1509
1,2,0,38,17,1,NA,1,NA,2021,1511
1,1,2,40,14,1,25000,1,NA,2021,1512
1,2,0,46,12,2,NA,1,NA,2021,1513
1,1,1,53,16,2,13,1,NA,2021,1514
1,12,3,57,14,2,NA,1,NA,2021,1515
5,3,2,43,11,2,NA,4,NA,2021,1516
1,0,1,53,16,1,25000,1,NA,2021,1517
5,1,0,57,0,1,25000,4,NA,2021,1518
3,5,2,38,16,2,9000,1,NA,2021,1519
1,NA,3,NA,NA,1,NA,2,NA,2021,1520
1,2,7,74,12,1,NA,1,NA,2021,1521
1,1,2,61,13,1,25000,1,NA,2021,1522
3,3,0,67,12,1,NA,1,NA,2021,1523
1,2,2,40,19,1,25000,1,NA,2021,1524
1,5,6,86,18,1,NA,1,NA,2021,1525
2,1,3,71,12,2,25000,2,NA,2021,1526
3,NA,0,25,20,1,2000,2,NA,2021,1527
3,2,0,51,16,2,25000,3,NA,2021,1528
1,1,0,64,13,2,NA,4,NA,2021,1529
3,8,3,68,9,2,NA,4,NA,2021,1530
3,13,5,64,12,1,25000,1,NA,2021,1531
1,1,1,60,12,2,NA,1,NA,2021,1532
1,2,3,73,12,1,NA,1,NA,2021,1534
1,1,2,45,12,1,25000,2,NA,2021,1535
1,5,2,60,14,2,12500,1,NA,2021,1536
3,5,0,29,16,2,25000,1,NA,2021,1537
5,3,0,27,16,1,25000,4,NA,2021,1538
1,8,2,51,16,1,25000,2,NA,2021,1539
1,1,1,54,16,2,NA,1,NA,2021,1540
1,5,2,35,13,2,25000,1,NA,2021,1541
1,2,1,37,20,2,25000,7,NA,2021,1542
3,1,2,50,16,2,25000,1,NA,2021,1543
3,1,3,36,12,2,25000,1,NA,2021,1544
2,4,1,59,14,2,NA,2,NA,2021,1545
4,4,4,62,11,2,NA,1,NA,2021,1546
1,2,1,69,16,1,25000,1,NA,2021,1547
3,1,1,49,14,2,25000,1,NA,2021,1548
1,9,5,75,18,1,NA,2,NA,2021,1549
2,4,2,67,12,2,NA,1,NA,2021,1550
3,1,1,NA,NA,NA,NA,NA,NA,2021,1551
5,5,4,28,12,2,4500,5,NA,2021,1552
5,4,1,62,16,2,25000,1,NA,2021,1553
1,2,1,62,17,2,22500,1,NA,2021,1554
1,2,2,34,12,2,9000,1,NA,2021,1555
3,1,3,70,16,2,NA,1,NA,2021,1557
2,1,3,31,13,2,5500,1,NA,2021,1558
5,6,3,31,8,2,25000,11,NA,2021,1559
1,2,2,74,16,1,NA,1,NA,2021,1560
1,1,1,33,14,2,NA,1,NA,2021,1561
5,3,3,41,12,1,2000,1,NA,2021,1562
1,1,2,76,12,1,NA,1,NA,2021,1563
1,1,2,41,16,2,6500,1,NA,2021,1564
1,3,1,68,12,1,NA,1,NA,2021,1565
1,3,3,71,14,1,NA,1,NA,2021,1566
1,3,2,47,14,2,25000,1,NA,2021,1567
3,4,3,36,12,2,22500,1,NA,2021,1568
1,3,1,73,15,2,25000,6,NA,2021,1569
1,9,4,69,11,2,NA,1,NA,2021,1570
1,2,5,39,14,2,NA,4,NA,2021,1571
2,2,0,75,16,2,NA,2,NA,2021,1572
1,14,3,35,12,2,17500,4,NA,2021,1573
3,5,2,45,12,1,NA,4,NA,2021,1574
2,2,2,53,16,1,13,1,NA,2021,1575
1,2,2,52,15,2,25000,1,NA,2021,1576
1,5,0,55,9,2,22500,1,NA,2021,1577
1,1,NA,NA,NA,NA,NA,NA,NA,2021,1578
1,2,3,37,12,2,NA,1,NA,2021,1579
3,1,7,49,12,1,25000,1,NA,2021,1580
1,1,3,82,15,2,NA,1,NA,2021,1581
5,2,1,41,16,1,25000,4,NA,2021,1582
4,6,1,NA,NA,NA,NA,NA,NA,2021,1583
2,3,2,67,16,1,22500,1,NA,2021,1584
3,1,2,51,18,2,25000,1,NA,2021,1585
1,2,4,52,18,2,NA,1,NA,2021,1586
1,11,2,72,14,2,NA,NA,NA,2021,1587
1,2,2,71,16,2,4500,1,NA,2021,1588
2,8,3,64,12,2,25000,1,NA,2021,1589
1,2,2,NA,14,1,NA,1,NA,2021,1590
1,5,2,43,12,1,2000,4,NA,2021,1591
1,3,2,NA,16,1,NA,1,NA,2021,1592
1,3,1,44,13,2,25000,1,NA,2021,1593
1,3,3,74,16,1,NA,1,NA,2021,1594
1,3,3,37,17,1,25000,1,NA,2021,1595
1,2,3,58,16,2,25000,11,NA,2021,1596
5,6,0,20,10,1,NA,4,NA,2021,1597
2,13,5,NA,12,NA,NA,2,NA,2021,1598
2,6,0,NA,NA,NA,NA,1,NA,2021,1599
1,6,1,33,13,1,25000,2,NA,2021,1600
3,4,2,45,14,2,NA,1,NA,2021,1601
2,1,2,77,13,2,NA,1,NA,2021,1602
5,3,0,54,16,2,25000,1,NA,2021,1603
1,2,4,48,16,1,25000,1,NA,2021,1604
2,1,4,48,13,2,12500,11,NA,2021,1606
1,10,2,73,17,1,NA,1,NA,2021,1607
1,5,1,30,12,2,NA,NA,NA,2021,1608
1,2,2,46,14,1,12500,1,NA,2021,1610
3,3,3,49,13,2,NA,11,NA,2021,1612
2,3,1,46,12,2,NA,1,NA,2021,1613
1,2,2,80,11,1,25000,1,NA,2021,1614
1,3,4,41,14,2,25000,1,NA,2021,1616
1,4,1,32,14,2,25000,1,NA,2021,1617
5,0,0,32,18,2,25000,1,NA,2021,1618
1,6,3,34,12,2,25000,1,NA,2021,1619
1,2,1,NA,14,1,NA,11,NA,2021,1620
5,5,1,40,12,2,22500,4,NA,2021,1621
5,1,0,24,16,1,12500,4,NA,2021,1622
1,4,3,63,14,2,NA,1,NA,2021,1623
3,5,2,60,11,2,17500,1,NA,2021,1624
1,3,2,56,16,1,13,1,NA,2021,1625
5,1,0,39,16,1,25000,4,NA,2021,1626
1,2,0,61,20,2,NA,1,NA,2021,1627
3,8,2,71,16,2,NA,1,NA,2021,1628
5,4,0,NA,NA,NA,NA,1,NA,2021,1629
1,2,3,48,13,2,25000,1,NA,2021,1630
5,5,0,26,11,2,7500,4,NA,2021,1631
1,4,2,66,13,1,25000,1,NA,2021,1632
5,0,0,38,16,2,25000,4,NA,2021,1633
3,5,1,63,20,2,25000,1,NA,2021,1634
3,2,3,38,12,2,2000,1,NA,2021,1635
1,6,2,36,8,2,NA,11,NA,2021,1636
2,1,2,74,14,2,NA,1,NA,2021,1638
5,7,4,41,12,2,22500,4,NA,2021,1639
3,3,0,63,12,2,NA,1,NA,2021,1640
5,8,0,52,18,1,25000,1,NA,2021,1641
3,0,0,NA,20,1,NA,2,NA,2021,1643
5,3,0,21,11,1,NA,4,NA,2021,1644
5,5,3,81,12,1,NA,1,NA,2021,1646
1,6,2,70,12,2,NA,2,NA,2021,1647
1,3,0,33,17,1,25000,1,NA,2021,1648
3,2,1,61,15,2,25000,1,NA,2021,1649
5,1,1,62,16,2,NA,1,NA,2021,1650
1,5,4,56,12,2,NA,1,NA,2021,1651
4,4,4,47,12,2,25000,2,NA,2021,1652
3,2,2,41,20,2,25000,1,NA,2021,1653
5,3,0,28,18,NA,13,1,NA,2021,1654
2,2,6,63,12,2,NA,1,NA,2021,1655
1,4,2,57,12,2,NA,1,NA,2021,1656
5,8,1,49,14,2,12500,1,NA,2021,1657
1,1,1,35,16,1,25000,1,NA,2021,1658
1,4,4,35,NA,NA,NA,4,NA,2021,1659
1,1,3,36,14,1,25000,4,NA,2021,1660
3,1,3,56,12,2,25000,1,NA,2021,1661
1,2,2,69,16,1,25000,1,NA,2021,1662
1,2,2,52,16,1,NA,1,NA,2021,1663
5,1,1,43,18,2,NA,2,NA,2021,1664
1,7,5,NA,14,NA,NA,1,NA,2021,1665
1,10,1,41,16,2,25000,1,NA,2021,1667
3,2,0,NA,16,2,NA,4,NA,2021,1668
2,1,2,75,20,1,NA,1,NA,2021,1669
1,2,2,67,12,1,13,1,NA,2021,1671
1,2,2,48,16,1,25000,2,NA,2021,1672
2,3,3,89,14,1,17500,4,NA,2021,1673
3,2,2,54,20,1,25000,4,NA,2021,1674
5,3,0,36,12,2,NA,2,NA,2021,1675
1,7,8,59,9,2,NA,1,NA,2021,1676
5,1,1,29,12,1,3500,4,NA,2021,1677
4,9,4,39,11,2,7500,2,NA,2021,1678
1,3,3,77,18,1,NA,4,NA,2021,1681
4,14,7,54,8,2,9000,4,NA,2021,1682
5,9,0,26,17,2,25000,4,NA,2021,1683
1,3,2,66,18,1,5500,4,NA,2021,1684
5,1,3,45,16,2,25000,1,NA,2021,1685
1,4,2,62,16,1,25000,4,NA,2021,1686
3,2,2,53,18,1,25000,4,NA,2021,1687
1,4,2,NA,16,1,25000,2,NA,2021,1688
1,2,2,59,12,2,25000,2,NA,2021,1689
1,4,2,29,18,2,25000,2,NA,2021,1691
1,3,2,38,16,1,25000,2,NA,2021,1692
4,3,2,60,14,2,25000,4,NA,2021,1694
3,3,0,59,13,2,25000,2,NA,2021,1695
5,3,0,29,12,1,22500,4,NA,2021,1696
2,1,2,89,16,1,NA,1,NA,2021,1697
3,6,6,64,11,2,NA,1,NA,2021,1698
1,2,4,69,14,1,13,2,NA,2021,1699
1,8,3,66,14,2,NA,1,NA,2021,1700
2,2,5,66,13,1,25000,1,NA,2021,1701
3,1,1,39,16,2,25000,13,NA,2021,1702
1,1,2,62,13,2,NA,1,NA,2021,1703
3,4,2,50,16,2,25000,11,NA,2021,1704
1,4,3,70,14,2,NA,1,NA,2021,1705
1,1,3,83,16,1,NA,2,NA,2021,1707
3,3,3,60,14,1,NA,4,NA,2021,1708
1,3,0,32,18,2,25000,13,NA,2021,1709
1,6,3,NA,12,NA,NA,1,NA,2021,1710
3,3,3,61,9,2,NA,11,NA,2021,1711
1,6,2,26,12,1,25000,4,NA,2021,1712
1,5,1,46,14,2,25000,1,NA,2021,1713
1,3,2,57,13,2,17500,1,NA,2021,1714
1,1,2,43,13,2,25000,4,NA,2021,1715
1,5,2,61,18,2,25000,1,NA,2021,1716
1,3,3,57,16,2,25000,1,NA,2021,1717
5,4,0,58,14,2,3500,1,NA,2021,1718
1,6,1,40,16,1,25000,4,NA,2021,1719
3,3,3,30,14,2,25000,1,NA,2021,1720
5,2,0,NA,15,1,13,4,NA,2021,1721
1,2,4,53,16,2,25000,2,NA,2021,1722
1,2,0,65,16,1,12500,4,NA,2021,1723
3,2,2,50,19,1,25000,4,NA,2021,1724
1,1,2,84,16,1,NA,4,NA,2021,1726
3,2,0,49,16,1,25000,4,NA,2021,1727
2,4,6,75,18,2,12500,2,NA,2021,1728
NA,1,2,73,13,2,25000,4,NA,2021,1729
5,2,0,30,18,2,25000,5,NA,2021,1731
2,3,6,89,12,2,NA,1,NA,2021,1732
5,1,0,NA,18,1,9000,7,NA,2021,1733
3,2,1,50,20,2,NA,1,NA,2021,1734
5,1,0,39,12,1,12500,2,NA,2021,1735
3,2,3,56,18,2,25000,2,NA,2021,1736
4,10,4,67,14,2,NA,1,NA,2021,1738
5,1,0,76,10,1,NA,2,NA,2021,1739
1,4,2,60,13,2,22500,4,NA,2021,1741
1,1,2,48,15,1,22500,4,NA,2021,1742
1,4,0,64,12,1,25000,4,NA,2021,1743
1,0,2,40,16,1,25000,2,NA,2021,1744
3,2,2,51,16,2,12500,2,NA,2021,1745
1,2,2,31,14,1,25000,2,NA,2021,1746
1,3,2,NA,16,2,22500,4,NA,2021,1747
1,1,2,79,16,1,NA,4,NA,2021,1748
2,1,0,79,14,2,NA,2,NA,2021,1750
5,4,NA,24,14,1,NA,2,NA,2021,1751
3,3,3,61,12,2,25000,1,NA,2021,1752
5,3,3,33,13,2,7500,4,NA,2021,1753
3,3,3,86,14,1,22500,2,NA,2021,1754
1,1,1,46,12,1,25000,1,NA,2021,1755
5,2,0,32,16,1,25000,4,NA,2021,1756
1,1,3,59,18,2,25000,1,NA,2021,1757
1,2,5,41,16,2,25000,1,NA,2021,1758
1,1,2,82,20,1,NA,2,NA,2021,1759
1,6,4,45,12,1,25000,2,NA,2021,1760
1,3,2,NA,16,2,NA,2,NA,2021,1761
2,1,3,73,14,2,NA,2,NA,2021,1762
1,8,2,74,13,2,25000,1,NA,2021,1763
5,6,8,29,14,2,3500,4,NA,2021,1764
3,4,1,66,16,2,12500,1,NA,2021,1766
1,5,3,42,13,2,NA,4,NA,2021,1767
2,5,7,81,12,1,NA,4,NA,2021,1768
1,5,0,73,13,1,25000,1,NA,2021,1769
1,1,3,40,14,1,25000,11,NA,2021,1770
2,1,2,87,12,2,NA,6,NA,2021,1771
1,5,3,60,12,1,25000,2,NA,2021,1772
1,7,0,47,14,1,NA,4,NA,2021,1773
5,1,0,77,12,1,NA,1,NA,2021,1774
1,4,2,72,16,1,NA,1,NA,2021,1776
1,4,4,68,14,1,25000,2,NA,2021,1777
1,4,2,72,12,2,NA,4,NA,2021,1778
5,3,1,21,12,2,NA,4,NA,2021,1779
2,3,4,68,12,2,25000,1,NA,2021,1782
1,1,0,29,17,2,25000,2,NA,2021,1783
1,3,2,52,20,2,25000,2,NA,2021,1784
1,1,2,74,16,2,NA,4,NA,2021,1785
1,2,2,41,16,2,25000,1,NA,2021,1786
4,4,6,61,16,1,25000,4,NA,2021,1787
